Year,Month,Day,Hour,Minute,Second,Country,State,Location,Lat,Lon,RegionCode,MaxWaterHeight,MagIIDA,IntensitySoloviev,WarningStatus,DeathCount
1965,7,6,3,18,43,GREECE,,NORTH CORINTH GULF,38.27,22.30,50.00,,4.30,2.00,,2.00
1965,8,11,22,31,46,VANUATU,,VANUATU ISLANDS,-15.80,167.20,82.00,7.00,2.80,2.50,,
1965,8,13,12,40,32,VANUATU,,VANUATU ISLANDS,-15.90,166.80,82.00,2.00,1.00,1.00,,
1965,8,23,19,46,3,MEXICO,,MEXICO,16.30,-95.80,88.00,0.40,-1.30,,,6.00
1965,9,28,,,,PHILIPPINES,,"TAAL, LUZON ISLAND",14.00,120.99,84.00,4.70,,,,355.00
1965,10,3,16,14,56,CHILE,,SOUTHERN CHILE,-42.90,-75.13,89.00,,,,,
1965,10,24,,,,GRENADA,,KICK 'EM JENNY VOLCANO,12.30,-61.63,74.00,,,,,
1966,3,12,16,31,22,TAIWAN,,E. TAIWAN-RYUKYU ISLANDS,24.10,122.60,84.00,0.10,-3.30,0.00,,7.00
1966,5,8,,,,NORWAY,,EASTERN NORWAY,59.60,10.63,73.00,,,3.00,,
1966,6,15,0,59,43,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.34,160.88,82.00,0.20,0.50,1.00,,
1966,7,12,18,53,,RUSSIA,,BLACK SEA,44.75,37.00,40.00,0.20,,1.00,,
1966,10,17,21,41,56,PERU,,CENTRAL PERU,-10.75,-78.64,89.00,3.00,-1.00,1.50,,110.00
1966,11,28,,,,SOLOMON ISLANDS,,"MOHAWK BAY, SANTA CRUZ ISLANDS",-10.28,166.23,82.00,,,-0.50,,
1966,12,28,8,18,7,CHILE,,NORTHERN CHILE,-25.50,-70.70,89.00,0.42,,0.50,,3.00
1966,12,31,18,23,11,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-11.89,166.45,82.00,2.00,,1.00,,
1966,12,31,22,15,17,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-12.33,166.68,82.00,0.80,,0.00,,
1966,,,,,,SOLOMON ISLANDS,,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.80,82.00,,,,,
1967,3,19,4,1,39,RUSSIA,,S. KURIL ISLANDS,45.53,151.11,86.00,,,,,
1967,4,11,5,9,12,INDONESIA,,MAKASSAR STRAIT,-3.70,119.30,83.00,,1.60,1.00,,71.00
1967,4,12,4,51,50,INDONESIA,,NORTHEAST SUMATRA,5.50,97.30,60.00,,1.00,1.50,,14.00
1967,7,29,23,59,59,VENEZUELA,,CARACAS,10.60,-67.30,74.00,0.08,,,,300.00
1967,8,13,22,15,10,PAPUA NEW GUINEA,,BISMARCK SEA,-4.40,152.50,82.00,0.10,-3.30,,,
1967,9,3,,,,PERU,,CENTRAL PERU,-10.60,-79.80,89.00,2.00,1.00,-1.50,,
1967,10,,,,,USA,AK,"GREWINGK, AK",59.62,-151.11,87.00,60.00,,,,
1967,11,15,21,31,54,CHILE,,NORTHERN CHILE,-28.78,-71.19,89.00,,,,,
1967,12,4,,,,USA TERRITORY,PR,NORTHERN COAST OF PUERTO RICO,,,74.00,,,,,
1967,12,4,,,,ANTARCTICA,,"TELEPHONE BAY, DECEPCION ISLAND",-63.00,-60.50,89.00,1.00,,0.00,,
1967,12,21,2,25,23,CHILE,,NORTHERN CHILE,-21.70,-69.50,89.00,,-0.50,0.00,,1.00
1968,1,29,10,19,7,RUSSIA,,S. KURIL ISLANDS,43.59,146.70,86.00,0.18,-1.70,-1.00,,
1968,2,19,22,45,46,GREECE,,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.37,24.96,50.00,1.20,0.30,3.00,,20.00
1968,4,1,0,42,4,JAPAN,,SEIKAIDO,32.30,132.50,85.00,3.07,1.30,1.00,,1.00
1968,4,18,19,38,15,ITALY,,LIGURIA-COTE D'AZUR,44.08,8.00,50.00,3.00,,2.00,,
1968,5,4,,,,CHILE,,EASTER ISLAND REGION,-27.15,-109.45,89.00,,,,,
1968,5,16,0,48,55,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,40.80,143.20,85.00,6.00,2.30,2.00,,52.00
1968,5,16,10,39,2,JAPAN,,OFF COAST OF HONSHU ISLAND,41.50,142.70,85.00,0.58,,-0.50,,
1968,6,12,13,41,51,JAPAN,,SANRIKU,39.40,143.10,85.00,0.95,1.60,0.00,,
1968,7,25,7,23,8,NEW ZEALAND,,KERMADEC ISLANDS,-30.80,-178.40,81.00,0.05,,,,
1968,8,1,20,19,22,PHILIPPINES,,E. LUZON ISLAND,16.50,122.20,84.00,0.16,-1.70,,,270.00
1968,8,5,7,17,0,JAPAN,,SEIKAIDO-NANKAIDO,33.30,132.20,85.00,0.03,,0.00,,
1968,8,10,2,7,4,INDONESIA,,N. MOLUCCAS ISLANDS,1.40,126.20,83.00,0.40,-1.30,1.00,,
1968,8,14,22,14,19,INDONESIA,,BANDA SEA,0.20,119.80,83.00,10.00,3.30,2.50,,200.00
1968,9,3,8,19,52,TURKEY,,BLACK SEA,41.80,32.30,40.00,3.00,,,,24.00
1968,9,20,6,9,,VENEZUELA,,CARUPANO,10.50,-62.60,74.00,,,,,
1968,9,25,,,,MEXICO,,S. MEXICO-GUATEMALA-NICARAGUA,15.60,-92.60,88.00,2.00,,1.00,,15.00
1969,2,23,0,36,57,INDONESIA,,MAKASSAR STRAIT,-3.10,118.90,83.00,4.00,2.00,2.00,,664.00
1969,2,28,2,40,33,PORTUGAL,,PORTUGAL,36.02,-10.95,73.00,0.90,,,,13.00
1969,3,21,,,,PHILIPPINES,,LUZON ISLAND,19.08,122.20,84.00,,,,,3.00
1969,3,31,,,,EGYPT,,GULF OF SUEZ,27.70,34.00,30.00,,,,,2.00
1969,4,12,5,44,,SWEDEN,,NORSALV RIVER,59.40,13.50,73.00,5.00,,,,
1969,4,21,7,19,,JAPAN,,RYUKYU ISLANDS,32.20,132.10,85.00,0.10,-2.30,-3.00,,
1969,8,2,4,30,29,PAPUA NEW GUINEA,,BISMARCK SEA,-6.60,146.90,82.00,,,-1.00,,
1969,8,11,21,26,36,RUSSIA,,S. KURIL ISLANDS,43.60,147.90,86.00,5.00,1.40,2.00,,
1969,8,27,1,30,,SOUTH AFRICA,,SOUTH AFRICA,,,77.00,2.90,,,,
1969,11,22,23,9,37,RUSSIA,,KAMCHATKA,57.70,163.60,86.00,15.00,3.90,3.00,,
1969,12,25,21,32,27,GUADELOUPE (FRENCH TERRITORY),,GRAND BOURG,15.80,-59.70,74.00,0.46,-3.30,,,
1970,1,10,12,7,9,PHILIPPINES,,PHILIPPINE TRENCH,6.80,126.70,84.00,0.06,,,,
1970,3,11,22,38,35,USA,AK,"ANDREANOF ISLANDS, AK",57.50,-153.90,87.00,0.03,,,,
1970,4,7,5,34,6,PHILIPPINES,,PHILIPPINE SEA,15.78,121.71,84.00,,1.00,1.00,,15.00
1970,5,14,18,12,,RUSSIA,,CASPIAN SEA,43.00,47.10,40.00,,,,,
1970,5,31,20,23,27,PERU,,N. PERU,-9.20,-78.80,89.00,0.38,0.80,,,66794.00
1970,6,14,,,,CHILE,,SOUTHERN CHILE,-52.00,-73.80,89.00,,,,,
1970,6,19,10,56,14,CHILE,,NORTHERN CHILE,-22.28,-70.55,89.00,,,,,
1970,7,25,22,41,11,JAPAN,,SEIKAIDO,32.20,131.70,85.00,0.32,-0.70,,,
1970,9,28,19,1,,NEW ZEALAND,,NEW ZEALAND,-44.64,173.62,81.00,1.00,,,,
1970,9,30,9,52,23,PHILIPPINES,,PHILIPPINE TRENCH,20.60,122.00,84.00,,,0.50,,
1970,10,31,17,53,9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.91,145.47,82.00,3.00,0.30,0.50,,18.00
1970,11,28,11,8,40,CHILE,,NORTHERN CHILE,-20.94,-69.81,89.00,,,,,
1970,12,4,1,59,25,RUSSIA,,BLACK SEA,43.84,39.34,40.00,0.80,,2.00,,
1971,3,19,,,,PERU,,CHUNGAR,-11.12,-76.50,89.00,30.00,,,,600.00
1971,5,2,6,8,28,USA,AK,"ANDREANOF ISLANDS, AK",51.23,-177.17,87.00,0.04,,-3.00,,
1971,7,9,3,3,19,CHILE,,CENTRAL CHILE,-32.50,-71.20,89.00,1.20,0.30,0.00,,83.00
1971,7,14,6,11,29,PAPUA NEW GUINEA,,SOLOMON SEA,-5.50,153.90,82.00,6.00,1.60,1.00,,3.00
1971,7,26,1,23,21,PAPUA NEW GUINEA,,SOLOMON SEA,-4.90,153.20,82.00,10.00,3.30,1.50,,
1971,8,2,7,24,57,JAPAN,,JAPAN TRENCH,41.40,143.50,85.00,0.51,-2.30,-0.50,,
1971,9,5,18,35,25,RUSSIA,,TATAR STRAIT,46.50,141.20,86.00,2.00,,1.00,,
1971,9,6,13,37,11,RUSSIA,,TATAR STRAIT,46.70,141.40,86.00,0.32,,,,
1971,9,6,20,,,SOLOMON ISLANDS,,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.80,82.00,,,,,
1971,9,8,11,48,23,RUSSIA,,TATAR STRAIT,46.40,141.10,86.00,0.09,,-3.00,,
1971,9,8,16,59,53,RUSSIA,,TATAR STRAIT,46.30,140.90,86.00,0.07,-0.70,-3.00,,
1971,9,25,4,36,14,PAPUA NEW GUINEA,,BISMARCK SEA,-6.50,146.60,82.00,1.80,0.80,0.50,,
1971,9,27,19,1,45,RUSSIA,,TATAR STRAIT,46.40,141.10,86.00,0.03,,-4.00,,
1971,11,6,22,0,0,USA,AK,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.50,179.10,87.00,0.10,,,,
1971,12,15,8,29,55,RUSSIA,,KAMCHATKA,56.00,163.30,86.00,0.47,,,,
1972,1,25,2,6,23,TAIWAN,,E. TAIWAN,22.50,122.30,84.00,0.05,-3.30,-2.00,,1.00
1972,2,29,9,22,60,JAPAN,,EAST OFF HACHIJO ISLAND,33.30,140.80,85.00,0.42,-1.30,0.50,,
1972,6,8,18,53,42,CHILE,,CENTRAL CHILE,-30.50,-71.80,89.00,,,,,
1972,7,30,21,45,14,USA,AK,"SE. ALASKA, AK",56.82,-135.69,87.00,0.10,-2.30,-2.00,,
1972,8,17,23,44,6,PAPUA NEW GUINEA,,SOLOMON SEA,-6.00,152.90,82.00,0.60,-1.00,,,
1972,8,26,8,15,,PAPUA NEW GUINEA,,SOLOMON SEA,-6.70,147.00,82.00,1.50,0.60,,,
1972,9,6,11,42,24,JAPAN,,JAPAN,32.90,130.30,85.00,,,,,
1972,10,9,,,,PAPUA NEW GUINEA,,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.12,82.00,,,,,
1972,12,2,0,19,47,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",6.50,126.60,84.00,0.50,-2.30,,,
1972,12,4,10,16,12,JAPAN,,CHICHI JIMA,33.30,140.70,85.00,0.50,-1.00,-1.00,,
1972,12,29,4,51,2,CHILE,,CENTRAL CHILE,-30.60,-71.00,89.00,,,,,
1973,1,30,21,1,13,MEXICO,,S. MEXICO,18.48,-103.00,88.00,1.13,0.10,,,56.00
1973,2,28,6,37,50,RUSSIA,,N. KURIL ISLANDS,50.50,156.60,86.00,1.50,0.60,0.50,,
1973,3,17,8,30,52,PHILIPPINES,,QUEZON,13.40,122.80,84.00,1.30,,,,15.00
1973,6,17,3,55,3,JAPAN,,HOKKAIDO ISLAND,43.20,145.80,85.00,5.96,2.20,1.00,,
1973,6,24,2,43,26,RUSSIA,,S. KURIL ISLANDS,43.30,146.40,86.00,0.64,2.20,,,
1973,6,26,22,32,0,RUSSIA,,S. KURIL ISLANDS,43.20,146.60,86.00,0.21,,,,
1973,10,5,5,47,51,CHILE,,CENTRAL CHILE,-32.50,-71.50,89.00,0.40,-1.30,-1.00,,
1974,1,31,23,30,5,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.50,155.90,82.00,1.50,2.20,1.00,,
1974,2,1,3,12,33,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.40,155.60,82.00,4.50,2.20,2.00,,
1974,5,8,23,33,25,JAPAN,,TOKAIDO,34.60,138.70,85.00,0.20,-2.30,-2.50,,30.00
1974,8,18,10,44,13,CHILE,,SOUTHERN CHILE,-38.50,-73.40,89.00,,,,,
1974,9,27,5,47,29,RUSSIA,,S. KURIL ISLANDS,43.20,146.70,86.00,0.37,0.60,-1.00,,
1974,10,3,14,21,29,PERU,,CENTRAL PERU,-12.27,-77.79,89.00,0.92,0.80,1.00,,78.00
1974,10,17,19,5,,CANADA,BC,"KITIMAT INLET, BRITISH COLOMBIA",54.00,-128.70,88.00,2.80,,,,
1974,10,17,,,,PAPUA NEW GUINEA,,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.12,82.00,0.50,-1.00,,,
1974,12,28,12,11,44,PAKISTAN,,PAKISTAN,35.10,72.90,60.00,,,,,5300.00
1975,1,15,9,42,24,INDONESIA,,BANDA SEA,-5.00,130.00,83.00,,,,,
1975,3,13,15,26,43,CHILE,,CENTRAL CHILE,-29.90,-71.30,89.00,,,,,2.00
1975,4,27,18,5,,CANADA,BC,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,88.00,4.10,,,,
1975,5,26,9,11,52,ATLANTIC OCEAN,,AZORES GIBRALTAR FRACTURE ZONE,36.00,-17.65,73.00,0.76,,,,
1975,6,10,13,47,15,RUSSIA,,S. KURIL ISLANDS,43.02,147.73,86.00,5.50,2.30,2.00,,
1975,7,20,14,37,40,PAPUA NEW GUINEA,,SOLOMON SEA,-6.59,155.05,82.00,2.00,1.00,1.00,,
1975,10,31,8,28,3,PHILIPPINES,,PHILIPPINE TRENCH,12.54,125.99,84.00,3.00,-0.70,-1.50,,1.00
1975,11,29,14,47,41,USA,HI,HAWAII,19.45,-155.03,80.00,14.30,3.00,3.00,,2.00
1975,12,16,21,1,39,FIJI,,FIJI ISLANDS,-18.67,178.46,81.00,0.25,,,,
1975,12,26,15,56,39,SAMOA,,SAMOA ISLANDS,-16.27,-172.47,81.00,0.38,-0.30,,,
1976,1,14,16,47,34,NEW ZEALAND,,KERMADEC ISLANDS,-28.43,-177.66,81.00,0.90,-0.10,,,
1976,1,21,10,5,24,RUSSIA,,S. KURIL ISLANDS,44.92,149.12,86.00,0.38,-1.30,-2.50,,
1976,2,4,9,1,43,GUATEMALA,,GUATEMALA,15.32,-89.10,74.00,0.12,,,,23000.00
1976,7,11,16,54,32,PANAMA,,PANAMA,7.40,-78.10,88.00,,-1.00,,,5.00
1976,8,16,16,11,7,PHILIPPINES,,MORO GULF,6.29,124.09,84.00,9.00,2.30,2.50,,8000.00
1977,4,2,7,15,23,SAMOA,,SAMOA ISLANDS,-16.70,-172.10,81.00,0.08,-3.30,-2.00,,
1977,4,20,23,13,10,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.83,163.32,82.00,0.15,-3.30,-1.00,,34.00
1977,4,20,23,42,51,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.89,160.35,82.00,,,,,
1977,4,21,4,24,10,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.97,160.73,82.00,0.04,-3.30,-1.50,,18.00
1977,6,22,12,8,33,TONGA,,TONGA TRENCH,-22.88,-175.90,81.00,0.40,,,,
1977,8,19,6,8,55,INDONESIA,,SUNDA ISLANDS,-11.09,118.46,60.00,15.00,3.90,3.00,,189.00
1977,8,20,,,,PAPUA NEW GUINEA,,ADMIRALTY ISLANDS,-1.10,146.20,82.00,0.50,-1.00,,,
1977,8,28,20,10,5,PAPUA NEW GUINEA,,ADMIRALTY ISLANDS,-1.08,146.23,82.00,0.60,-0.70,-0.50,,
1977,10,10,11,53,54,TONGA,,TONGA TRENCH,-25.86,-175.41,81.00,0.03,,-3.00,,
1978,1,14,3,24,39,JAPAN,,TOKAIDO,34.81,139.26,85.00,0.35,-0.70,,,25.00
1978,3,22,0,50,32,RUSSIA,,S. KURIL ISLANDS,44.03,149.00,86.00,0.07,0.10,-2.50,3.00,
1978,3,22,21,34,33,RUSSIA,,S. KURIL ISLANDS,44.14,149.03,86.00,0.05,,-3.00,3.00,
1978,3,23,0,31,2,RUSSIA,,S. KURIL ISLANDS,44.21,148.97,86.00,0.17,-2.30,-1.50,,
1978,3,23,3,15,20,RUSSIA,,S. KURIL ISLANDS,44.93,148.44,86.00,0.30,-2.30,0.00,,
1978,3,24,19,47,51,RUSSIA,,S. KURIL ISLANDS,44.24,148.86,86.00,0.65,-1.70,0.00,,
1978,6,12,8,14,26,JAPAN,,SANRIKU,38.19,142.03,85.00,0.60,,0.50,,28.00
1978,6,12,,,,INDIA,,INDIA,,,60.00,,,,,
1978,6,14,12,32,34,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",8.25,122.40,84.00,0.03,-3.30,,,
1978,6,20,20,3,21,GREECE,,"THESSALONIKI (SALONICA), GREECE",40.74,23.23,50.00,0.45,,2.00,,50.00
1978,6,21,,,,ITALY,,"EASTERN ITALY, ADRIATIC SEA",42.00,16.00,50.00,0.60,,4.00,,
1978,7,23,14,42,37,TAIWAN,,TAIWAN,22.28,121.51,84.00,0.05,-3.30,-1.00,,
1978,8,14,14,17,50,SPAIN,,CADIZ,36.37,-6.98,73.00,0.12,,1.00,,
1978,10,10,,,,NEW ZEALAND,,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,81.00,,,,,
1978,11,29,19,52,48,MEXICO,,MEXICO,16.01,-96.59,88.00,1.50,0.60,,,9.00
1979,2,20,6,32,32,JAPAN,,"IWATE, JAPAN",40.23,143.70,85.00,0.12,-1.70,,,
1979,2,28,21,27,8,USA,AK,"SE. ALASKA, AK",60.69,-141.67,87.00,0.15,-1.70,,,
1979,3,14,11,7,16,MEXICO,,S. MEXICO,17.81,-101.28,88.00,1.30,-3.30,,,5.00
1979,4,9,2,10,20,MONTENEGRO,,MONTENEGRO: BAR ULCINJ,41.96,19.02,50.00,,,,,
1979,4,15,6,19,44,MONTENEGRO,,MONTENEGRO,42.10,19.21,50.00,0.60,,1.00,,131.00
1979,5,15,6,59,21,GREECE,,CRETE,34.53,24.44,50.00,,,1.00,,
1979,7,18,,,,INDONESIA,,LOMBLEN ISLAND [LEMBATA],-8.60,123.50,60.00,9.00,,,,1239.00
1979,8,9,,,,INDONESIA,,LOMBLEN ISLAND [LEMBATA],-8.50,123.50,60.00,,,,,
1979,9,3,2,12,,VENEZUELA,,PUERTO CUMAREBO,11.52,-69.50,74.00,,,,,
1979,9,12,5,17,51,INDONESIA,,IRIAN JAYA,-1.68,136.04,83.00,2.00,1.00,,,115.00
1979,10,6,,,,NORWAY,,NORTHERN NORWAY,65.12,12.33,73.00,2.00,,3.00,,
1979,10,16,13,57,,FRANCE,,FRENCH RIVIERA (LIGURIAN SEA),43.70,7.25,50.00,10.00,1.60,,,9.00
1979,11,16,15,21,26,FIJI,,FIJI ISLANDS,-16.76,179.98,81.00,,,,,
1979,12,12,7,59,3,COLOMBIA,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.60,-79.36,89.00,6.00,2.30,2.50,,600.00
1980,1,1,16,42,42,PORTUGAL,,AZORES,38.73,-27.75,73.00,0.41,,1.00,,69.00
1980,2,23,5,51,3,RUSSIA,,S. KURIL ISLANDS,43.53,146.75,86.00,0.16,-0.70,-2.00,,
1980,5,18,,,,USA,WA,WASHINGTON,46.20,-122.18,88.00,250.00,,,,61.00
1980,6,29,7,20,6,JAPAN,,HONSHU ISLAND,34.81,139.18,85.00,0.56,-0.70,,,
1980,7,17,19,42,23,SOLOMON ISLANDS,,SOLOMON ISLANDS,-12.53,165.92,82.00,0.14,-1.70,,,
1980,10,10,12,25,24,ALGERIA,,EL ASNAM,36.20,1.35,50.00,0.70,,2.00,,5000.00
1981,1,18,18,17,24,JAPAN,,E. HONSHU ISLAND,38.64,142.75,85.00,0.37,-1.30,,,
1981,2,24,20,53,38,GREECE,,ATHENS-EASTERN GULF OF CORINTH,38.22,22.93,50.00,0.30,,3.00,,22.00
1981,3,4,21,58,6,GREECE,,GULF OF CORINTH,38.21,23.29,50.00,1.00,,,,
1981,5,11,7,10,,SOUTH AFRICA,,AGULHAS BANK,-35.62,20.27,77.00,0.29,,,,
1981,5,25,5,25,14,NEW ZEALAND,,NEW ZEALAND,-48.79,164.36,81.00,0.30,-1.70,,,
1981,9,1,9,29,32,SAMOA,,SAMOA ISLANDS,-14.96,-173.09,81.00,1.00,-3.30,-2.00,,
1981,10,25,3,22,16,MEXICO,,MEXICO,18.08,-102.08,88.00,0.09,,,,9.00
1982,1,11,6,10,6,PHILIPPINES,,PHILIPPINES,13.75,124.36,84.00,0.10,,,,
1982,2,24,4,22,40,INDONESIA,,JAVA TRENCH,4.37,97.76,60.00,,,,,
1982,3,11,10,32,27,INDONESIA,,SUMBAWA ISLAND,-9.27,118.48,60.00,0.10,,,,
1982,3,21,2,32,8,JAPAN,,HOKKAIDO ISLAND,42.16,142.36,85.00,1.30,0.40,,,
1982,7,23,14,23,54,JAPAN,,"IBARAKI, JAPAN",36.19,141.70,85.00,0.40,-1.30,-1.00,,
1982,12,19,17,43,55,TONGA,,KERMADEC ISLANDS,-24.13,-175.86,81.00,0.20,-2.30,,,
1982,12,25,12,28,3,INDONESIA,,FLORES SEA,-8.41,123.08,60.00,,,,,13.00
1982,12,28,6,37,43,JAPAN,,S. OF HONSHU ISLAND,33.83,139.43,85.00,0.19,-1.30,-1.00,,
1983,1,17,12,41,30,GREECE,,IONIAN SEA,38.03,20.23,50.00,,,,,
1983,3,12,1,36,36,INDONESIA,,BANDA SEA,-4.06,127.92,83.00,3.00,1.60,1.50,,
1983,3,18,9,5,50,PAPUA NEW GUINEA,,NEW BRITAIN,-4.88,153.58,82.00,0.13,-1.70,,,
1983,5,26,2,59,60,JAPAN,,"NOSHIRO, JAPAN",40.46,139.10,85.00,14.93,3.90,2.00,,104.00
1983,6,9,12,49,4,JAPAN,,"NOSHIRO, JAPAN",40.25,138.95,85.00,0.60,,,,
1983,6,21,6,25,27,JAPAN,,N. HONSHU ISLAND,41.35,139.10,85.00,1.00,,,,
1983,8,6,15,43,51,GREECE,,NORTH AEGEAN SEA,40.14,24.77,50.00,,,2.00,,
1983,8,17,10,55,54,RUSSIA,,"KAMCHATKA BAY, RUSSIA",55.87,161.29,86.00,0.10,-3.30,,,
1983,8,17,12,17,56,PHILIPPINES,,LUZON ISLAND,18.23,120.86,84.00,0.10,,,,16.00
1983,8,17,,,,INDONESIA,,LESSER SUNDA ISLANDS,-8.54,123.59,60.00,,,,,
1983,8,18,9,,,NORWAY,,WESTERN NORWAY,61.23,7.72,73.00,7.00,,4.00,,
1983,10,4,18,52,13,CHILE,,NORTHERN CHILE,-26.54,-70.56,89.00,0.20,-2.30,0.20,,5.00
1983,11,30,17,46,1,UK TERRITORY,,CHAGOS ARCHIPELAGO REGION,-6.85,72.11,60.00,1.50,-1.30,,,
1984,1,8,15,24,14,INDONESIA,,SULAWESI,-2.82,118.81,83.00,0.10,,,,2.00
1984,2,11,8,2,52,GREECE,,"CORINTHOS GULF, GREECE",38.40,22.09,50.00,,,3.00,,
1984,3,24,9,44,3,RUSSIA,,S. KURIL ISLANDS,44.12,148.19,86.00,0.20,-2.30,-2.00,,
1984,6,13,2,29,25,JAPAN,,"TORI SHIMA, OKINAWA",31.45,140.04,85.00,0.50,0.60,,,
1984,8,6,19,6,38,JAPAN,,"KYUSHU, JAPAN",32.39,131.95,85.00,0.20,-2.30,,,
1984,9,18,17,2,44,JAPAN,,HONSHU ISLAND,34.01,141.50,85.00,0.13,-3.30,,,
1984,12,28,10,37,54,RUSSIA,,KAMCHATKA,56.19,163.46,86.00,0.20,-2.30,,,
1985,3,3,22,47,10,CHILE,,CENTRAL CHILE,-33.13,-71.71,89.00,3.50,1.60,,,180.00
1985,3,16,14,54,1,GUADELOUPE (FRENCH TERRITORY),,GUADELOUPE,17.01,-62.45,74.00,0.12,-3.30,,,
1985,4,13,1,6,0,INDONESIA,,BALI ISLAND,-9.25,114.19,60.00,2.00,,,,
1985,7,3,4,36,52,PAPUA NEW GUINEA,,NEW IRELAND,-4.44,152.83,82.00,1.30,0.40,,,
1985,9,19,13,17,47,MEXICO,,MEXICO,18.19,-102.53,88.00,3.00,1.60,,,9500.00
1985,9,21,1,37,13,MEXICO,,MEXICO,17.80,-101.65,88.00,1.20,0.30,,,
1986,5,7,22,47,11,USA,AK,"ANDREANOF ISLANDS, AK",51.52,-174.78,87.00,0.90,-0.10,,,
1986,5,17,16,20,22,USA,AK,"ANDREANOF ISLANDS, AK",52.33,-174.50,87.00,,,,,
1986,10,20,6,46,10,NEW ZEALAND,,KERMADEC ISLANDS,-28.12,-176.37,81.00,0.22,-2.18,,,
1986,11,14,21,20,11,TAIWAN,,TAIWAN,23.90,121.57,84.00,0.30,,,,15.00
1987,2,6,13,16,18,JAPAN,,E. HONSHU ISLAND,36.99,141.69,85.00,0.10,-3.30,,,
1987,2,8,18,33,58,PAPUA NEW GUINEA,,SOLOMON SEA,-6.09,147.69,82.00,1.50,1.00,,,3.00
1987,2,21,7,40,,NORWAY,,WESTERN NORWAY,62.20,6.65,73.00,3.00,,2.00,,
1987,3,5,9,17,5,CHILE,,NORTHERN CHILE,-24.39,-70.16,89.00,0.20,-2.30,,,1.00
1987,3,18,3,36,30,JAPAN,,KYUSHU ISLAND,32.03,131.84,85.00,0.04,-3.30,,,2.00
1987,3,24,12,49,47,JAPAN,,HONSHU ISLAND,37.45,137.87,85.00,0.16,,,,
1987,5,20,,,,NEW ZEALAND,,DEEP COVE,-45.46,167.15,81.00,,,,,
1987,6,18,14,3,17,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.72,162.33,82.00,,,,,
1987,7,6,2,49,43,VANUATU,,VANUATU ISLANDS,-14.07,167.83,82.00,0.10,,,,
1987,10,6,4,19,6,TONGA,,TONGA ISLANDS,-17.94,-172.23,81.00,0.25,-3.30,,,
1987,10,12,13,57,5,PAPUA NEW GUINEA,,SOLOMON SEA,-7.29,154.37,82.00,0.04,-0.50,,,
1987,10,16,20,48,2,PAPUA NEW GUINEA,,SOLOMON SEA,-6.27,149.06,82.00,0.07,-3.30,,,
1987,11,17,8,46,53,USA,AK,"GULF OF ALASKA, AK",58.59,-143.27,87.00,0.06,-3.30,,,
1987,11,26,1,43,14,INDONESIA,,TIMOR SEA,-8.25,124.16,60.00,0.10,,,,
1987,11,30,19,23,20,USA,AK,"GULF OF ALASKA, AK",58.68,-142.79,87.00,0.43,-1.00,,,
1988,2,5,14,1,3,CHILE,,NORTHERN CHILE,-24.75,-70.43,89.00,0.10,,,,
1988,3,6,22,35,37,USA,AK,"GULF OF ALASKA, AK",57.26,-142.75,87.00,0.19,-2.30,,,
1988,4,20,5,30,,ITALY,,"LA FOSSA VOLCANO, VULCANO IS.",38.40,14.97,50.00,2.00,,,,
1988,4,30,,,,USA,CA,S. CALIFORNIA,,,88.00,,,,,
1988,6,24,2,6,26,PHILIPPINES,,NORTH OF LUZON ISLAND,18.61,121.01,84.00,1.03,,,,
1988,7,5,20,32,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.96,148.78,82.00,,,,,
1988,8,6,0,36,25,BANGLADESH,,"JAMUNA RIVER, ARICHA, BANGLADESH",25.15,95.13,60.00,,,,,2.00
1988,8,10,4,38,29,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.26,160.90,82.00,0.09,-3.30,,,1.00
1989,5,23,10,54,46,AUSTRALIA,,MACQUARIE ISLAND,-52.34,160.57,81.00,0.10,-1.70,,,
1989,6,26,3,27,4,USA,HI,HAWAII,19.36,-155.08,80.00,0.29,-1.70,,,
